ip_prefix,region,service,network_border_group
3.238.178.224/27,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.207.0/26,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.207.128/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.208.0/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.208.128/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.209.0/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.209.128/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.210.0/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.238.216.128/25,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.0/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.12/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.128/29,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.136/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.138/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.14/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.140/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.144/28,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.16/28,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.160/27,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.192/26,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.2/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.32/29,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.4/32,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.40/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.44/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.46/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.48/28,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.5/32,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.6/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.64/26,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.152.8/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.153.0/24,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.154.0/24,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.155.0/24,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.156.0/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.156.10/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.156.100/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.156.104/29,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.156.112/29,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.188/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.19/32,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.192/26,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.2/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.20/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.24/29,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.32/27,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.4/30,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.64/27,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.8/31,us-east-1,ROUTE53_RESOLVER,us-east-1
3.239.157.96/30,us-east-1,ROUTE53_RESOLVER,us-east-1
34.226.106.180/32,us-east-1,ROUTE53_RESOLVER,us-east-1
34.231.114.205/32,us-east-1,ROUTE53_RESOLVER,us-east-1
34.231.213.21/32,us-east-1,ROUTE53_RESOLVER,us-east-1
34.236.241.44/30,us-east-1,ROUTE53_RESOLVER,us-east-1
34.238.188.0/29,us-east-1,ROUTE53_RESOLVER,us-east-1
35.168.231.216/29,us-east-1,ROUTE53_RESOLVER,us-east-1
35.170.83.0/25,us-east-1,ROUTE53_RESOLVER,us-east-1
35.170.83.144/28,us-east-1,ROUTE53_RESOLVER,us-east-1
35.170.83.160/28,us-east-1,ROUTE53_RESOLVER,us-east-1
35.170.83.176/28,us-east-1,ROUTE53_RESOLVER,us-east-1
35.170.83.192/26,us-east-1,ROUTE53_RESOLVER,us-east-1
35.171.100.0/28,us-east-1,ROUTE53_RESOLVER,us-east-1
35.171.100.128/26,us-east-1,ROUTE53_RESOLVER,us-east-1
35.171.100.208/28,us-east-1,ROUTE53_RESOLVER,us-east-1
35.171.100.224/27,us-east-1,ROUTE53_RESOLVER,us-east-1
35.171.100.64/26,us-east-1,ROUTE53_RESOLVER,us-east-1
44.192.135.0/25,us-east-1,ROUTE53_RESOLVER,us-east-1
44.192.135.128/25,us-east-1,ROUTE53_RESOLVER,us-east-1
44.192.140.112/28,us-east-1,EBS,us-east-1
44.192.140.128/29,us-east-1,EBS,us-east-1
44.222.159.166/31,us-east-1,EBS,us-east-1
44.222.159.176/28,us-east-1,EBS,us-east-1
18.206.107.24/29,us-east-1,EC2_INSTANCE_CONNECT,us-east-1
44.220.189.16/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.20/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.44/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.46/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.48/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.52/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.56/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.58/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.60/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.64/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.68/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.70/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.72/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.76/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.80/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.82/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.84/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.88/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.92/31,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
44.220.189.96/30,us-east-1,KINESIS_VIDEO_STREAMS,us-east-1
3.235.189.100/30,us-east-1,AMAZON_APPFLOW,us-east-1
3.235.189.96/30,us-east-1,AMAZON_APPFLOW,us-east-1
44.194.111.224/30,us-east-1,AMAZON_APPFLOW,us-east-1
18.97.33.128/25,us-east-1,AURORA_DSQL,us-east-1
44.216.41.152/29,us-east-1,MEDIA_PACKAGE_V2,us-east-1
44.216.41.160/29,us-east-1,MEDIA_PACKAGE_V2,us-east-1
3.218.180.0/22,us-east-1,DYNAMODB,us-east-1
52.119.232.0/21,us-east-1,DYNAMODB,us-east-1
35.71.76.0/22,us-east-1,DYNAMODB,us-east-1
35.71.68.0/22,us-east-1,DYNAMODB,us-east-1
52.119.224.0/21,us-east-1,DYNAMODB,us-east-1
52.94.0.0/22,us-east-1,DYNAMODB,us-east-1
